,one,two,three,four
0,-2.477719790966161,-1.7143938395524225,-1.42659053319833,0.45055686265746936
1,0.42119155280645576,-0.03349128652570242,-0.3993059176627515,-0.7474121443477217
2,1.2716665101589493,0.14194767363135183,-0.7751941360512665,-0.5489964988948621
3,0.10581825795120062,-1.20406308527171,-1.7593646171704374,0.4148761052582629
4,-0.4293895855449053,2.87930207984066,-0.25890263587282714,0.356070649466624
5,0.6108579613321281,0.784736101537471,-0.6712799297479857,1.2057355965007561
6,-0.48548314563583816,-0.6040764610971712,-0.38375997638459697,0.9057643902737638
7,0.20363825179118558,-0.7187087758189326,-0.6835738212113615,-1.2403190159702937
8,0.25810982018176787,-1.2908951523512007,0.29244623644265777,-1.8490769199731
9,-0.6562275219009718,0.9894716398485327,0.21370210386158048,-0.2994139134282455
10,0.2655661134528369,-1.2081465897569539,-1.9211825062417203,0.38269925639316027
11,0.17615372670936685,0.5114849463477767,-0.2960610953726975,1.2333496357620386
12,-0.5678707817301001,0.42620608127427584,0.6814114297971184,-0.8611323453131848
13,0.41403200636535825,-0.7443391263740566,1.8136987894122283,-0.8682858910179552
14,0.43319793309964333,-0.24060925267746272,0.4654243293870429,-1.1520742705035847
15,0.45331261090266467,-0.21640122516231658,-1.3048390414420412,0.15302778407986067
16,0.6258424478685944,1.083861851725093,-0.8641015230567681,0.658910585348401
17,0.7845220902789938,-0.8810358522898971,-0.33245082007067545,0.32879101731108984
18,-0.2072398333085608,-0.9198127097677969,1.603987384638285,-0.9371521428560078
19,-1.4852922584868407,-1.406759988229357,0.28358264205240025,-0.3231505849970308
20,-0.555536114464649,1.8884519095684305,-1.23081378105048,-1.3724368504093345
21,0.755482132051129,0.8907829175373325,-0.04351736587590991,-0.7016504171136075
22,-0.25673688367711445,0.793569593714712,1.4113759257578937,0.6983526454585047
23,2.2525461702176197,-0.38058105243585383,1.224944584316317,-0.14254274986217305
24,-0.8301317415026719,0.022622646554044317,0.049632537747522576,0.41658785229135503
25,-0.7555471301969809,0.4486258295419746,-2.109631211213414,-1.2575488446899343
26,0.3938725978104659,-0.7054250689312482,0.0882967370228781,0.3923760958744984
27,0.7675073016931665,-0.36879253828024533,-0.29079955790015666,0.7074969139570336
28,-0.3321891056067874,1.9371137481987604,0.20035686233527866,2.4826492999992045
29,-0.6326522808471984,1.5168165773646447,-0.003775086172794379,0.5467212303152628
30,0.5606356252008409,-0.713455520095995,2.187830218157001,0.10164450172950341
31,-0.023714237148179496,-0.3373836911559427,-0.444191761427772,-1.912008603607628
32,0.7475516545855211,-1.4829831293051203,0.5642322429285885,-0.27063116481379107
33,0.23299166320740908,-0.6423036031592335,-0.8529597087589016,0.7138341878410324
34,-0.434927853471121,-0.029123598775829696,1.9743922465347663,0.4117475955476333
35,1.4406810316382828,-1.8915067844939188,1.5608648445839655,1.2968935350680522
36,0.6794061229370083,0.17799190304287293,0.27497818564036713,2.1833325514942055
37,-2.004962418160298,-2.365180931869093,-0.8208093753482382,-1.3239631853091216
38,-0.27418187814456285,-0.5119217557692609,0.42273940789843906,-0.9500661498062607
39,0.09830931851633672,2.039126929540991,0.9719181867487385,0.0014672661991857276
40,0.30497429696194306,0.02693551121865438,-0.8887700214373364,-0.38434057117501064
41,1.5144284603530735,1.511821343413501,1.2676148224267307,-0.383766347087884
42,-0.8444889610734441,-1.0011268890907865,-0.8008780804792053,0.9377262925962392
43,0.1992346637840061,1.4709242964247786,0.774061817924963,0.8689853610384645
